年周,开始日期,项目/车型,产品编码,产品名称,单位,单车用量,星期日,星期一,星期二,星期三,星期四,星期五,星期六,计划量,完成量,完成率,属性
2025_40,2025-09-28,BP76,BP76B-XC-02,BP76B-后边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,506.0,34.0,本厂
2025_40,2025-09-28,BP76,BP76B-XC-04,BP76B-右边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,,,本厂
2025_40,2025-09-28,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,202.0,10.0,本厂
2025_40,2025-09-28,BP62,BP62-XC-05-A,BP62横梁-A,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,433.0,34.0,本厂
2025_40,2025-09-28,BP62,BP62-XC-06-A,BP62中梁-A,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,546.0,43.0,本厂
2025_40,2025-09-28,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,750.0,36.0,本厂
2025_40,2025-09-28,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,,,本厂
2025_40,2025-09-28,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,1370.0,89.0,本厂
2025_40,2025-09-28,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,1249.0,54.0,本厂
2025_39,2025-09-21,面板,421,421后面板,个,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,280,203.0,73.0,本厂
2025_39,2025-09-21,面板,445,445后面板,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,1055.0,72.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,255.0,255.0,255.0,255.0,255.0,255.0,1785,307.0,17.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,59.0,6.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,733.0,48.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,500.0,500.0,500.0,500.0,3500,863.0,25.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,1055.0,72.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,,,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,255.0,255.0,255.0,255.0,255.0,255.0,1785,307.0,17.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,59.0,6.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,,1503,863.0,57.0,本厂
2025_39,2025-09-21,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,,,本厂
2025_39,2025-09-21,E15,500109-00534-01-03,E15前梁（两驱）,个,1,155.0,155.0,155.0,155.0,155.0,155.0,155.0,1085,,,东泽
2025_39,2025-09-21,E15,500109-00521-01-05,E15中部挂载梁,个,1,190.0,190.0,190.0,190.0,190.0,190.0,190.0,1330,894.0,67.0,本厂
2025_39,2025-09-21,E15,500109-00521-01-08,E15中部横梁,个,1,345.0,345.0,345.0,345.0,345.0,345.0,345.0,2415,492.0,20.0,本厂
2025_39,2025-09-21,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,2263.0,162.0,本厂
2025_39,2025-09-21,C01,500109-00249-01-02,C01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,751.0,72.0,本厂
2025_39,2025-09-21,C01,500109-00249-01-01,C01左边框,个,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,1120,612.0,55.0,本厂
2025_39,2025-09-21,BP76,BP76A-XC-08,BP76A-纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,523.0,27.0,本厂
2025_39,2025-09-21,BP76,BP76B-XC-02,BP76B-后边梁,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,856.0,82.0,本厂
2025_39,2025-09-21,BP76,BP76B-XC-04,BP76B-右边梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,495.0,34.0,本厂
2025_39,2025-09-21,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,539.0,28.0,本厂
2025_39,2025-09-21,BP62,BP62-XC-05-A,BP62横梁-A,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,770.0,61.0,本厂
2025_39,2025-09-21,BP62,BP62-XC-06-A,BP62中梁-A,个,1,180.0,180.0,180.0,180.0,180.0,180.0,180.0,1260,1337.0,106.0,本厂
2025_39,2025-09-21,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2100,211.0,10.0,本厂
2025_39,2025-09-21,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,1960,619.0,32.0,本厂
2025_39,2025-09-21,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,320.0,320.0,320.0,320.0,320.0,320.0,320.0,2240,2295.0,102.0,本厂
2025_39,2025-09-21,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,2347.0,102.0,本厂
2025_39,2025-09-21,025AC,10062035-0-04-A,025AC后边梁,个,1,160.0,160.0,160.0,160.0,,,,640,448.0,70.0,本厂
2025_39,2025-09-21,025AC,10062035-0-05,025AC前横梁,个,1,,,180.0,180.0,180.0,180.0,,720,624.0,87.0,本厂
2025_39,2025-09-21,025AC,10062035-0-06,025AC中横梁,个,1,200.0,200.0,1.0,,,,,401,415.0,103.0,本厂
2025_39,2025-09-21,025AC,10062035-0-07,025AC纵梁,个,1,300.0,300.0,100.0,1.0,,,,701,379.0,54.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,909.0,65.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,,1503,602.0,40.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,825.0,79.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,815.0,90.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,210.0,210.0,210.0,210.0,210.0,210.0,210.0,1470,38.0,3.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,130.0,910,770.0,85.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,255.0,255.0,255.0,255.0,255.0,255.0,255.0,1785,1470.0,82.0,本厂
2025_38,2025-09-14,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,150.0,150.0,1050,689.0,66.0,本厂
2025_38,2025-09-14,E15,500109-00521-01-07,E15后膨胀梁,个,1,120.0,120.0,120.0,120.0,1.0,1.0,1.0,483,,,本厂
2025_38,2025-09-14,E15,500109-00521-01-06,E15前膨胀梁,个,1,1.0,1.0,1.0,1.0,200.0,200.0,200.0,604,583.0,97.0,本厂
2025_38,2025-09-14,E15,500109-00521-01-05,E15中部挂载梁,个,1,190.0,190.0,190.0,190.0,190.0,190.0,190.0,1330,1567.0,118.0,本厂
2025_38,2025-09-14,E15,500109-00521-01-08,E15中部横梁,个,1,1.0,1.0,1.0,390.0,390.0,390.0,390.0,1563,859.0,55.0,本厂
2025_38,2025-09-14,E12,500109-00582-01-03,E12-海外版后边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,1.0,781,76.0,10.0,本厂
2025_38,2025-09-14,E12,500109-00381-01-02,E12前边框,个,1,130.0,130.0,130.0,130.0,130.0,130.0,1.0,781,,,本厂
2025_38,2025-09-14,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,80.0,6.0,本厂
2025_38,2025-09-14,C01,500109-00249-01-02,C01右边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,728.0,74.0,本厂
2025_38,2025-09-14,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,528.0,54.0,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-017,BV85冷板加强板02,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-018,BV85冷板加强板03,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-001,BV85前边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-007,BV85前横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,337.0,5617.0,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-005,BV85右边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-008,BV85中横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,418.0,6967.0,本厂
2025_38,2025-09-14,BV85,BV85-B-XC-004,BV85左边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,263.0,4383.0,本厂
2025_38,2025-09-14,BP62,BP62-XC-05-A,BP62横梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,716.0,60.0,本厂
2025_38,2025-09-14,BP62,BP62-XC-06-A,BP62中梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,433.0,36.0,本厂
2025_38,2025-09-14,BP45,BP45B-XC-05,BP45（76）B前横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,807.0,13450.0,本厂
2025_38,2025-09-14,BP45,BP45B-XC-03,BP45（76）B左边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,364.0,6067.0,本厂
2025_38,2025-09-14,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,320.0,320.0,320.0,320.0,320.0,320.0,320.0,2240,2668.0,119.0,本厂
2025_38,2025-09-14,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,1554.0,67.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,1.0,1.0,130.0,652,825.0,127.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,189.0,189.0,189.0,189.0,1.0,1.0,189.0,947,1054.0,111.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,130.0,130.0,130.0,130.0,130.0,1.0,130.0,781,546.0,70.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,260.0,260.0,260.0,260.0,1.0,1.0,1.0,1043,303.0,29.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,150.0,150.0,150.0,150.0,1.0,150.0,901,398.0,44.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,160.0,160.0,160.0,160.0,160.0,1.0,160.0,961,1503.0,156.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,500.0,500.0,500.0,1.0,1.0,1.0,,1503,978.0,65.0,本厂
2025_37,2025-09-07,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,150.0,150.0,150.0,150.0,1.0,150.0,901,441.0,49.0,本厂
2025_37,2025-09-07,E15,500109-00521-01-07,E15后膨胀梁,个,1,120.0,120.0,120.0,120.0,120.0,120.0,120.0,840,361.0,43.0,本厂
2025_37,2025-09-07,E15,500109-00521-01-06,E15前膨胀梁,个,1,240.0,240.0,240.0,120.0,120.0,120.0,120.0,1200,696.0,58.0,本厂
2025_37,2025-09-07,E15,500109-00521-01-05,E15中部挂载梁,个,1,171.0,171.0,171.0,171.0,171.0,171.0,171.0,1197,457.0,38.0,本厂
2025_37,2025-09-07,E15,500109-00521-01-08,E15中部横梁,个,1,400.0,400.0,400.0,400.0,1.0,1.0,1.0,1603,1071.0,67.0,本厂
2025_37,2025-09-07,E12,500109-00582-01-03,E12-海外版后边框,个,1,130.0,130.0,130.0,130.0,1.0,1.0,1.0,523,751.0,144.0,本厂
2025_37,2025-09-07,E12,500109-00381-01-02,E12前边框,个,1,130.0,130.0,130.0,130.0,1.0,1.0,1.0,523,657.0,126.0,本厂
2025_37,2025-09-07,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,95.0,7.0,本厂
2025_37,2025-09-07,C01,500109-00249-01-02,C01右边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,938.0,96.0,本厂
2025_37,2025-09-07,C01,500109-00249-01-01,C01左边框,个,1,140.0,140.0,140.0,140.0,140.0,140.0,140.0,980,1045.0,107.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-006,BV85后边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,101.0,1683.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-009,BV85后横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-017,BV85冷板加强板02,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,349.0,5817.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-018,BV85冷板加强板03,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,639.0,10650.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-001,BV85前边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,320.0,5333.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-007,BV85前横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-005,BV85右边梁,个,1,80.0,80.0,80.0,1.0,1.0,1.0,1.0,244,214.0,88.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-008,BV85中横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,10.0,167.0,本厂
2025_37,2025-09-07,BV85,BV85-B-XC-004,BV85左边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,52.0,867.0,本厂
2025_37,2025-09-07,BP76,BP76A-XC-07,BP76A-右边梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,,,本厂
2025_37,2025-09-07,BP76,BP76A-XC-08,BP76A-纵梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,,,本厂
2025_37,2025-09-07,BP76,BP76A-XC-06,BP76A-左边梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,,,本厂
2025_37,2025-09-07,BP76,BP76B-XC-02,BP76B-后边梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,262.0,5240.0,本厂
2025_37,2025-09-07,BP76,BP76B-XC-04,BP76B-右边梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,413.0,8260.0,本厂
2025_37,2025-09-07,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,,,1.0,1.0,1.0,1.0,1.0,5,5.0,100.0,本厂
2025_37,2025-09-07,BP62,BP62-XC-05-A,BP62横梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,222.0,19.0,本厂
2025_37,2025-09-07,BP62,BP62-XC-06-A,BP62中梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,666.0,56.0,本厂
2025_37,2025-09-07,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,220.0,220.0,220.0,220.0,220.0,220.0,220.0,1540,2330.0,151.0,本厂
2025_37,2025-09-07,37KWH,500109-00515-01-07,37KWH膨胀梁,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,1443.0,62.0,本厂
2025_36,2025-08-31,SEA1/EF1E,500604-00169-002,SEA1底护板-01(宽),个,1,,300.0,1.0,,,,,301,545.0,181.0,本厂
2025_36,2025-08-31,SEA1/EF1E,500604-00169-007,SEA1底护板-06(窄),个,1,,90.0,1.0,,,,,91,,,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-004,SD01后边框,个,1,130.0,130.0,130.0,130.0,1.0,1.0,130.0,652,493.0,76.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-010,SD01后横梁,个,1,,,1.0,1.0,1.0,1.0,190.0,194,104.0,54.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-001,SD01前边框,个,1,,,,,,1.0,130.0,131,724.0,553.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-008,SD01前横梁,个,1,,,,,,1.0,300.0,301,324.0,108.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-003,SD01右边框,个,1,150.0,,,,,1.0,160.0,311,331.0,106.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-009,SD01中横梁,个,1,,,,,,1.0,160.0,161,68.0,42.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-007,SD01纵横梁,个,1,,,,,,1.0,1.0,2,29.0,1450.0,本厂
2025_36,2025-08-31,SD01-61,SD01-61KWH-B-XC-002,SD01左边框,个,1,150.0,,,,,1.0,157.0,308,195.0,63.0,本厂
2025_36,2025-08-31,E15,500109-00521-01-07,E15后膨胀梁,个,1,120.0,120.0,120.0,120.0,1.0,1.0,1.0,483,312.0,65.0,本厂
2025_36,2025-08-31,E15,500109-00521-01-06,E15前膨胀梁,个,1,,1.0,1.0,1.0,120.0,120.0,120.0,363,884.0,244.0,本厂
2025_36,2025-08-31,E15,500109-00521-01-05,E15中部挂载梁,个,1,,171.0,171.0,171.0,171.0,171.0,171.0,1026,726.0,71.0,本厂
2025_36,2025-08-31,E15,500109-00521-01-08,E15中部横梁,个,1,400.0,400.0,400.0,400.0,1.0,1.0,1.0,1603,1557.0,97.0,本厂
2025_36,2025-08-31,DJ2436,5040076374-XC-14,DJ2436中部横梁,个,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,1400,1540.0,110.0,本厂
2025_36,2025-08-31,C01,500109-00249-01-02,C01右边框,个,1,,140.0,140.0,140.0,140.0,140.0,140.0,840,232.0,28.0,本厂
2025_36,2025-08-31,C01,500109-00249-01-01,C01左边框,个,1,,140.0,140.0,140.0,140.0,140.0,140.0,840,299.0,36.0,本厂
2025_36,2025-08-31,BX4,500109-00428-01-01-02-D,BX4右侧梁(两驱),个,1,100.0,100.0,1.0,1.0,1.0,1.0,1.0,205,1009.0,492.0,本厂
2025_36,2025-08-31,BX4,500109-00428-01-13-02-C,BX4纵梁右(两驱),个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_36,2025-08-31,BX4,500109-00428-01-13-01-C,BX4纵梁左(两驱),个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_36,2025-08-31,BX4,500109-00427-01-01-01-D,BX4左侧梁,个,1,,,,,1.0,1.0,1.0,3,,,本厂
2025_36,2025-08-31,BP76,BP76A-XC-07,BP76A-右边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,100.0,1667.0,本厂
2025_36,2025-08-31,BP76,BP76A-XC-08,BP76A-纵梁,个,1,,,,,,,,0,,,本厂
2025_36,2025-08-31,BP76,BP76A-XC-06,BP76A-左边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,100.0,1667.0,本厂
2025_36,2025-08-31,BP76,BP76B-XC-02,BP76B-后边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,544.0,9067.0,本厂
2025_36,2025-08-31,BP76,BP76B-XC-04,BP76B-右边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,615.0,10250.0,本厂
2025_36,2025-08-31,BP76,BP76B-XC-06,BP76B-中纵梁,个,1,,,,,,,,0,,,本厂
2025_36,2025-08-31,BP76,BP76A-XC-02,BP76A-后边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,亿企
2025_36,2025-08-31,BP76,BP76A-XC-01,BP76A-前边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,亿企
2025_36,2025-08-31,BP76,BP76A-XC-10,BP76A-前横梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,亿企
2025_36,2025-08-31,BP76,BP76B-XC-01,BP76B-前边梁,个,1,,1.0,1.0,1.0,1.0,1.0,1.0,6,,,亿企
2025_36,2025-08-31,BP62,BP62-XC-05-A,BP62横梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,1106.0,93.0,本厂
2025_36,2025-08-31,BP62,BP62-XC-06-A,BP62中梁-A,个,1,170.0,170.0,170.0,170.0,170.0,170.0,170.0,1190,833.0,70.0,本厂
2025_36,2025-08-31,BP45,BP45B-XC-02,BP45B后边梁,个,1,75.0,1.0,1.0,1.0,1.0,1.0,,80,186.0,233.0,本厂
2025_36,2025-08-31,53KWH,500109-00552-01-06,53KWH前梁（552）,个,1,330.0,330.0,330.0,330.0,330.0,330.0,330.0,2310,1562.0,68.0,本厂
