单据号,物资编码,物资名称,计量单位,入出库编码,入出库类型,入出库标识,库房,业务时间,数量,核算期,审核人,部门,用途,合作伙伴,单据描述,行描述,要货日期,审核时间
CCPRK260525016,500110-00799-01-02,AWT87.3-横梁01,个,CRK03,完工入库,R,成品库,2026/5/25 17:18:12,200,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9025,2026/5/25 0:00:00,2026/5/25 17:21:16
RZZ260525335,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 17:12:31,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260525-6113-CQYXL-1708,2026/5/25 0:00:00,2026/5/25 17:18:50
C260525002,10062035-0-11,025AC右边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,120,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9008,2026/5/25 0:00:00,2026/5/25 17:18:24
C260525002,500109-00698-01-03,EHU-56左右边梁01,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,16,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9022,2026/5/25 0:00:00,2026/5/25 17:18:26
C260525002,10062035-0-04-A,025AC后边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,156,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9011,2026/5/25 0:00:00,2026/5/25 17:18:28
C260525002,10062035-0-04-A,025AC后边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,156,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260524_8998,2026/5/25 0:00:00,2026/5/25 17:18:30
C260525002,500109-00698-01-04,EHU-56左右边梁02,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,2,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9023,2026/5/25 0:00:00,2026/5/25 17:18:32
C260525002,500104-00518-01-010-02-C,小卡三代-右边框,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8970,2026/5/25 0:00:00,2026/5/25 17:18:33
C260525002,500104-00518-01-010-02-C,小卡三代-右边框,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8964,2026/5/25 0:00:00,2026/5/25 17:18:35
C260525002,10062035-0-03,025AC左边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,120,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260524_8992,2026/5/25 0:00:00,2026/5/25 17:18:37
C260525002,500104-00518-01-03-C,小卡三代-前边框梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,240,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9021,2026/5/25 0:00:00,2026/5/25 17:18:39
C260525002,10062035-0-03,025AC左边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,120,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260525_9010,2026/5/25 0:00:00,2026/5/25 17:18:41
C260525002,500104-00518-01-010-01-C,小卡三代-左边框,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8962,2026/5/25 0:00:00,2026/5/25 17:18:42
C260525002,10062035-0-06,025AC中横梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,220,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260524_8996,2026/5/25 0:00:00,2026/5/25 17:18:45
C260525002,10062035-0-05,025AC前横梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,272,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8972,2026/5/25 0:00:00,2026/5/25 17:18:47
C260525002,10062035-0-03,025AC左边梁,个,CRK80,调拨出库,C,成品库,2026/5/25 17:12:17,120,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260524_8991,2026/5/25 0:00:00,2026/5/25 17:18:49
RZZ260525330,2.A.02.6184-OSP00,PP-0168-右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:52:34,40,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6011-CQYXL-1625,2026/5/25 0:00:00,2026/5/25 16:57:20
RZZ260525330,2.A.02.6184-OSP00,PP-0168-右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:52:28,10,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6011-CQYXL-1663,2026/5/25 0:00:00,2026/5/25 16:57:20
RZZ260525330,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:51:12,10,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260524-6078-CQYXL-1656,2026/5/25 0:00:00,2026/5/25 16:57:19
RZZ260525331,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:51:12,90,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260524-6078-CQYXL-1656,2026/5/25 0:00:00,2026/5/25 17:03:35
RZZ260525329,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:51:05,29,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260522-5962-CQYXL-1488,2026/5/25 0:00:00,2026/5/25 16:57:19
ZZKCK260525015,500110-00799-01-02,AWT87.3-横梁01,个,CRK32,包装出库,C,在制成品库,2026/5/25 16:45:07,200,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9024,2026/5/25 0:00:00,2026/5/25 16:48:33
CCPRK260525015,500110-00799-01-02,AWT87.3-横梁01,个,CRK03,完工入库,R,成品库,2026/5/25 16:45:07,200,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9024,2026/5/25 0:00:00,2026/5/25 16:48:31
BGC260525049,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 16:42:00,103,202605,YXL-JG0039,廖强,生产,,生产领料,R20260524-6115-CQYXL,2026/5/25 0:00:00,2026/5/25 16:45:17
R260525041,BP80-XC-14-YL,BP80-支架02,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,488,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:20
R260525041,BP80-XC-15-YL,BP80-前梁,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,336,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:20
R260525041,BP80-XC-05-YL,BP80-前横梁,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,1494,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:21
R260525041,BP80-XC-06-YL,BP80-后横梁,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,1494,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:22
R260525041,BP80-XC-10-YL,BP80-加强块2,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,700,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:23
R260525041,BP80-XC-14-YL,BP80-支架02,个,CRK01,采购入库,R,原材料库,2026/5/25 16:38:28,1498,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:42:24
ZZKCK260525014,500109-00698-01-03,EHU-56左右边梁01,个,CRK32,包装出库,C,在制成品库,2026/5/25 16:33:11,16,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9022,2026/5/25 0:00:00,2026/5/25 16:36:19
ZZKCK260525014,500109-00698-01-04,EHU-56左右边梁02,个,CRK32,包装出库,C,在制成品库,2026/5/25 16:33:11,2,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9023,2026/5/25 0:00:00,2026/5/25 16:36:19
CCPRK260525014,500109-00698-01-03,EHU-56左右边梁01,个,CRK03,完工入库,R,成品库,2026/5/25 16:33:11,16,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9022,2026/5/25 0:00:00,2026/5/25 16:36:18
CCPRK260525014,500109-00698-01-04,EHU-56左右边梁02,个,CRK03,完工入库,R,成品库,2026/5/25 16:33:11,2,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9023,2026/5/25 0:00:00,2026/5/25 16:36:19
RZZ260525322,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:27:51,72,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260524-6077-CQYXL-1649,2026/5/25 0:00:00,2026/5/25 16:30:19
RZZ260525322,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 16:27:51,72,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260524-6077-CQYXL-1649,2026/5/25 0:00:00,2026/5/25 16:30:19
BGC260525047,2.A.02.6184-OSP00-YL,PP-0168-右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 16:18:00,21,202605,YXL-JG0015,王永强,生产,,生产领料,R20260525-6104-CQYXL,2026/5/25 0:00:00,2026/5/25 16:24:20
ZZKCK260525013,500104-00518-01-03-C,小卡三代-前边框梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 16:15:08,240,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9021,2026/5/25 0:00:00,2026/5/25 16:18:25
CCPRK260525013,500104-00518-01-03-C,小卡三代-前边框梁,个,CRK03,完工入库,R,成品库,2026/5/25 16:15:08,240,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9021,2026/5/25 0:00:00,2026/5/25 16:18:23
BGC260525046,500110-00799-01-03,AWT87.3-横梁02,个,CRK04,生产领用,C,二次机加库,2026/5/25 16:15:05,100,202605,YXL-JG0108W,劳务4,生产,,生产领料,R20260525-6113-CQYXL,2026/5/25 0:00:00,2026/5/25 16:18:22
R260525038,2.A.02.6200-OSP00,PP-0168-前边梁,个,CRK11,外协入库,R,转序库,2026/5/25 16:04:11,50,202605,YXL-026,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 16:06:19
R260525040,500110-00848-01-02-YL,F618-后梁01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,2,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:18
R260525040,500110-00848-01-03-YL,F618-两侧梁01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,3,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:19
R260525040,500110-00848-01-07-YL,F618-膨胀横梁2,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,90,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:19
R260525040,500110-00848-01-05-YL,F618-中部横梁,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,4,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:20
R260525040,500110-00848-04-02-YL,F618-支架01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,8,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:20
R260525040,500110-00848-04-54-YL,F618-挂载01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,5,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:21
R260525040,500110-00848-01-21-YL,F618-支撑梁04,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,1,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:21
R260525040,500110-00848-01-22-YL,F618-支撑梁06,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,18,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:22
R260525040,500110-00848-01-23-YL,F618-支撑梁07,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,66,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:22
R260525040,500110-00848-01-16-YL,F618-支撑梁02,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,14,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:23
R260525040,500110-00848-01-15-YL,F618-支撑梁01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,21,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:23
R260525040,500110-00848-01-17-YL,F618-支撑梁03,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,11,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:23
R260525040,500110-00848-01-19-YL,F618-支撑梁05,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,11,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:24
R260525040,500110-00848-01-20-YL,F618-支撑梁09,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,6,202605,YXL-024,,采购收货,阳光,,补料,2026/5/25 0:00:00,2026/5/25 16:09:24
R260525037,500110-00848-01-01-YL,F618-前梁01,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,58,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:06:16
R260525037,500110-00848-01-04-YL,F618-两侧梁02,个,CRK01,采购入库,R,原材料库,2026/5/25 16:03:27,34,202605,YXL-024,,采购收货,阳光,,,2026/5/25 0:00:00,2026/5/25 16:06:17
RZZ260525312,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 15:59:00,100,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260523-6019-CQYXL-1532,2026/5/25 0:00:00,2026/5/25 16:03:25
ZZKCK260525012,10062035-0-02,025AC前边梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 15:54:09,360,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9020,2026/5/25 0:00:00,2026/5/25 15:57:17
CCPRK260525012,10062035-0-02,025AC前边梁,个,CRK03,完工入库,R,成品库,2026/5/25 15:54:09,360,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9020,2026/5/25 0:00:00,2026/5/25 15:57:16
BGC260525043,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 15:51:01,61,202605,YXL-JG0133,王志旭,生产,,生产领料,R20260524-6120-CQYXL,2026/5/25 0:00:00,2026/5/25 15:54:21
RZZ260525308,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 15:44:40,99,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6009-CQYXL-1555,2026/5/25 0:00:00,2026/5/25 15:54:20
ZZKCK260525011,BP80-XC-15,BP80-前梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 15:30:08,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9019,2026/5/25 0:00:00,2026/5/25 15:33:27
CCPRK260525011,BP80-XC-15,BP80-前梁,个,CRK03,完工入库,R,成品库,2026/5/25 15:30:08,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9019,2026/5/25 0:00:00,2026/5/25 15:33:25
BGC260525040,500109-00312-01-19-YL,E35纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 15:30:01,100,202605,YXL-JG0107W,劳务3,生产,,生产领料,R20260525-6136-CQYXL,2026/5/25 0:00:00,2026/5/25 15:33:23
R260525026,BP76A-XC-07,BP76A-右边梁,个,CRK11,外协入库,R,转序库,2026/5/25 15:18:34,245,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 15:21:18
R260525026,500109-00312-01-04,E35前梁02,个,CRK11,外协入库,R,转序库,2026/5/25 15:18:34,299,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 15:21:19
R260525026,BP45B-XC-01,BP45B前边梁,个,CRK11,外协入库,R,转序库,2026/5/25 15:18:34,240,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 15:21:19
WXXSC260525016,500110-00799-04-20-01,AWT87.3-客户支架,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:31
WXHCR260525016,500110-00799-04-20-01,AWT87.3-客户支架,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:32
WXXSC260525016,500110-00799-04-21-01,AWT87.3-客户安装支架01,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:33
WXHCR260525016,500110-00799-04-21-01,AWT87.3-客户安装支架01,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:33
WXXSC260525016,500110-00799-04-04-01,AWT87.3-SBOX固定支架,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:33
WXHCR260525016,500110-00799-04-04-01,AWT87.3-SBOX固定支架,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:34
WXXSC260525016,500110-00799-02-04,AWT87.3-挂载支架02,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:34
WXHCR260525016,500110-00799-02-04,AWT87.3-挂载支架02,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:35
WXXSC260525016,500110-00799-04-02-01,AWT87.3-外部支架02,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,2520,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:35
WXHCR260525016,500110-00799-04-02-01,AWT87.3-外部支架02,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,2520,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:36
WXXSC260525016,500110-00799-08-01-03,AWT87.3-封堵环,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:36
WXHCR260525016,500110-00799-08-01-03,AWT87.3-封堵环,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:37
WXXSC260525016,500110-00799-02-05,AWT87.3-挂载支架03,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:37
WXHCR260525016,500110-00799-02-05,AWT87.3-挂载支架03,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:38
WXXSC260525016,500110-00799-04-11-01,AWT87.3-外部支架08,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:38
WXHCR260525016,500110-00799-04-11-01,AWT87.3-外部支架08,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:39
WXXSC260525016,500110-00799-02-03,AWT87.3-挂载支架01,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:39
WXHCR260525016,500110-00799-02-03,AWT87.3-挂载支架01,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:40
WXXSC260525016,500110-00799-02-06,AWT87.3-挂载支架04,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:40
WXHCR260525016,500110-00799-02-06,AWT87.3-挂载支架04,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:41
WXXSC260525016,500110-00799-01-17,AWT87.3-防撞支架01,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:41
WXHCR260525016,500110-00799-01-17,AWT87.3-防撞支架01,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:00:42
WXXSC260525016,500110-00799-01-13,AWT87.3-支撑梁02,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,840,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:23
WXHCR260525016,500110-00799-01-13,AWT87.3-支撑梁02,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,840,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:25
WXXSC260525016,500110-00799-01-18,AWT87.3-防撞支架02,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:27
WXHCR260525016,500110-00799-01-18,AWT87.3-防撞支架02,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,210,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:28
WXXSC260525016,500110-00799-04-12-01,AWT87.3-外部支架09,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:30
WXHCR260525016,500110-00799-04-12-01,AWT87.3-外部支架09,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:32
WXXSC260525016,500110-00799-01-12,AWT87.3-支撑梁01,件,CRK11,外协入库,R,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,外协入库,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:34
WXHCR260525016,500110-00799-01-12,AWT87.3-支撑梁01,件,CRK02,销售出库,C,成品库,2026/5/25 15:15:24,420,202605,YXL-026,亿企,回厂同步交付,,"销售出库业务,运输车辆：渝AE5629",外协成品回厂,2026/5/26 0:00:00,2026/5/26 22:03:35
